temperature,humidity,rainfall,region,season,crop
20.4,55.7,2801.3,15,rabi,coconut
34.9,80.2,415.5,13,kharif,cotton
31.1,72.6,1255.2,5,rabi,sugarcane
23.2,70.0,2666.5,15,summer,spices
27.1,86.0,1468.2,3,summer,jute
30.9,69.2,969.3,9,kharif,soybean
32.1,70.4,1169.1,9,kharif,soybean
31.4,60.8,742.3,10,kharif,millet
34.0,87.4,695.7,10,summer,groundnut
22.4,87.9,668.6,13,rabi,cotton
22.0,56.8,347.6,14,summer,cumin
21.2,46.0,1544.0,1,rabi,maize
24.7,64.3,1820.9,2,rabi,tea
31.5,73.9,1242.3,4,rabi,rice
22.8,89.2,643.1,8,kharif,millet
20.4,66.6,750.8,7,summer,maize
35.0,45.3,1221.9,2,summer,fruits
33.5,58.8,1641.1,11,summer,rice
28.3,86.9,913.8,4,summer,wheat
24.7,58.6,2515.2,12,summer,rice
23.2,60.5,1898.7,11,rabi,rice
33.4,73.4,1321.7,3,rabi,jute
27.6,71.5,884.3,8,rabi,millet
27.3,83.3,168.6,14,kharif,cumin
34.7,79.8,1378.7,3,kharif,rice
26.0,72.2,928.6,9,summer,cotton
27.7,64.0,263.7,14,kharif,millet
33.4,40.5,582.9,10,rabi,pulses
22.9,54.8,2517.6,15,summer,spices
33.8,79.1,956.6,6,kharif,rice
32.6,64.2,1604.5,2,kharif,fruits
20.9,76.2,794.8,9,summer,soybean
24.4,59.9,824.8,5,rabi,sugarcane
20.7,65.5,732.3,7,rabi,rice
34.3,47.1,1643.9,12,rabi,rice
22.7,75.8,1437.7,4,rabi,rice
25.3,72.3,3120.7,15,rabi,spices
33.9,71.4,897.5,8,summer,millet
27.7,55.1,732.7,10,rabi,pulses
33.1,84.5,1050.0,5,kharif,wheat
20.3,78.2,1653.4,2,kharif,fruits
31.8,79.3,1012.5,8,summer,pulses
32.0,53.7,575.4,13,kharif,cotton
25.9,88.7,665.9,8,summer,millet
34.1,40.5,895.7,7,kharif,maize
21.4,51.6,2739.4,11,kharif,coconut
23.2,56.4,1391.4,3,summer,jute
34.5,52.6,2605.3,15,kharif,spices
22.3,42.5,1161.5,7,summer,rice
30.6,72.1,453.7,13,kharif,cotton
20.4,84.9,837.3,4,summer,rice
33.7,59.8,1550.5,11,rabi,rice
31.8,82.7,698.5,13,rabi,cotton
34.9,89.7,766.6,8,kharif,millet
26.9,88.0,2594.4,12,rabi,coconut
34.9,81.5,1078.6,5,kharif,wheat
20.4,88.0,614.2,8,rabi,millet
28.5,54.3,987.0,6,rabi,mustard
28.4,74.7,918.5,6,summer,mustard
32.7,46.0,849.0,4,summer,rice
26.0,41.2,623.1,8,summer,millet
24.9,70.5,2084.2,12,kharif,rice
30.5,57.5,1111.7,5,rabi,wheat
23.4,60.9,884.6,10,rabi,groundnut
23.0,61.5,686.0,7,summer,rice
33.6,57.6,889.3,8,summer,pulses
21.5,89.6,1286.1,5,summer,sugarcane
32.3,76.1,1586.2,11,kharif,coconut
31.4,43.2,1216.3,3,rabi,jute
30.7,55.0,358.7,14,rabi,millet
34.7,69.0,737.5,8,rabi,pulses
28.8,48.0,1018.6,4,rabi,rice
21.9,67.6,2162.0,2,rabi,maize
29.2,84.4,2881.3,11,rabi,coconut
24.6,52.1,3027.1,15,summer,spices
31.6,70.9,1476.1,3,summer,jute
21.6,85.1,2894.3,12,kharif,coconut
32.9,81.9,1829.2,2,rabi,maize
27.3,75.3,173.2,14,rabi,millet
31.8,77.7,1489.7,1,summer,maize
25.1,63.1,669.7,13,kharif,cotton
34.1,53.1,130.8,14,kharif,cumin
30.7,52.2,1663.9,1,rabi,potato
31.6,49.9,332.7,14,kharif,millet
30.5,87.6,809.9,4,rabi,rice
25.3,83.4,254.8,14,summer,millet
29.4,88.5,2209.2,1,kharif,maize
24.3,84.6,817.6,4,summer,rice
26.6,65.4,777.2,9,summer,cotton
25.0,59.3,796.0,13,rabi,groundnut
26.0,81.8,946.9,3,kharif,rice
30.7,68.6,125.0,14,summer,millet
31.2,67.1,1454.2,4,rabi,wheat
22.9,55.9,1216.8,4,kharif,rice
21.9,76.0,879.6,10,rabi,millet
33.4,41.8,732.7,10,summer,pulses
31.5,77.3,1183.2,3,rabi,jute
20.3,53.0,689.7,13,summer,groundnut
20.8,82.6,742.7,7,summer,rice
28.9,46.3,1755.1,1,summer,potato
31.7,65.8,2656.4,12,summer,coconut
32.0,60.3,1199.7,5,summer,sugarcane
21.8,53.1,2803.3,15,summer,spices
21.1,83.7,979.8,6,kharif,wheat
23.5,58.3,987.1,5,rabi,sugarcane
25.7,52.9,526.7,13,summer,cotton
29.8,67.8,671.0,9,summer,cotton
21.3,49.0,1307.5,1,kharif,maize
34.9,46.3,503.6,13,kharif,groundnut
31.2,76.8,1113.4,7,summer,rice
33.4,66.1,872.0,9,summer,soybean
21.3,45.6,826.7,9,kharif,soybean
31.8,43.6,766.5,9,kharif,soybean
27.5,70.6,1227.2,4,summer,wheat
34.5,62.7,660.2,13,rabi,groundnut
29.5,52.3,2686.8,15,kharif,coconut
23.2,57.5,2173.0,15,rabi,spices
21.6,67.4,1107.3,9,rabi,cotton
33.0,79.1,1083.7,3,kharif,jute
28.4,69.5,2690.0,15,summer,spices
24.8,85.4,1533.1,12,summer,spices
26.7,72.3,680.3,9,rabi,soybean
23.0,55.5,1914.3,12,kharif,rice
31.4,45.3,598.7,13,summer,cotton
20.2,65.2,926.1,8,kharif,millet
33.0,50.6,1389.4,5,rabi,wheat
24.1,77.7,610.6,9,rabi,soybean
29.2,59.1,1636.9,1,kharif,potato
32.1,76.9,2968.3,11,rabi,coconut
28.9,80.9,2123.3,15,summer,coconut
30.5,51.1,2086.9,15,kharif,spices
31.4,53.7,1878.5,2,kharif,rice
24.3,45.4,1472.4,4,rabi,wheat
29.5,44.1,1234.4,3,kharif,rice
30.7,72.0,666.8,7,kharif,maize
30.4,77.8,936.5,9,rabi,soybean
31.3,62.4,1203.7,3,summer,jute
21.4,86.3,1080.9,3,rabi,rice
33.7,81.0,1730.9,2,kharif,maize
31.5,43.5,702.8,13,kharif,cotton
27.1,50.7,813.9,8,kharif,millet
34.3,51.6,1049.8,5,summer,sugarcane
21.6,65.3,253.0,14,kharif,cumin
20.1,51.8,939.3,8,summer,pulses
26.2,87.8,140.9,14,rabi,millet
21.5,64.2,2349.5,2,kharif,maize
30.9,64.7,426.1,13,summer,cotton
33.2,49.5,1570.8,11,summer,coconut
34.6,85.6,848.2,6,summer,wheat
27.6,73.8,2152.7,11,summer,coconut
31.9,75.7,579.3,13,kharif,groundnut
34.7,77.6,1906.4,1,summer,maize
23.7,64.0,235.2,14,rabi,cumin
33.9,52.3,2507.8,11,kharif,coconut
21.8,85.5,820.1,6,kharif,wheat
24.5,46.1,1017.7,7,kharif,pulses
21.9,68.7,1300.0,1,rabi,maize
27.7,82.1,911.1,7,rabi,pulses
34.5,80.8,1877.5,2,rabi,maize
23.5,51.5,1486.1,2,kharif,rice
21.4,51.8,740.3,13,rabi,groundnut
34.8,89.3,748.5,10,summer,pulses
30.8,72.3,1889.0,2,summer,rice
26.5,80.1,2877.0,11,summer,rice
32.5,45.8,638.7,13,rabi,cotton
24.0,40.7,1292.5,1,rabi,wheat
34.3,49.1,524.6,10,kharif,groundnut
32.4,40.6,772.6,10,rabi,pulses
33.0,71.6,1353.4,5,kharif,wheat
28.5,56.3,731.5,10,rabi,groundnut
27.0,47.7,229.2,14,summer,cumin
34.9,79.2,2333.9,2,rabi,maize
25.1,52.3,834.5,10,rabi,groundnut
29.4,81.4,1764.7,1,kharif,wheat
23.3,78.1,860.9,3,kharif,rice
33.0,79.1,2242.6,12,kharif,spices
23.3,44.4,1449.4,2,summer,fruits
30.3,80.6,980.0,3,kharif,rice
20.8,76.3,2745.2,15,rabi,spices
23.9,80.0,1033.3,5,kharif,wheat
28.1,67.1,1593.6,11,kharif,rice
21.7,52.5,1438.0,5,summer,wheat
21.8,59.5,420.3,13,rabi,cotton
22.6,48.2,135.6,14,kharif,millet
34.1,50.1,856.0,4,kharif,wheat
27.6,53.1,1165.6,3,rabi,rice
22.2,63.5,847.5,7,kharif,pulses
22.4,58.5,1261.4,4,kharif,wheat
20.3,89.3,2794.2,12,kharif,coconut
30.7,44.7,2161.9,2,rabi,maize
34.7,69.8,1436.1,1,kharif,potato
24.0,72.2,800.9,7,summer,maize
23.0,67.7,1012.8,9,rabi,soybean
34.2,54.8,1241.6,4,summer,wheat
32.2,72.7,1006.3,9,rabi,soybean
26.5,54.7,890.5,6,summer,rice
31.5,43.3,1710.2,2,kharif,fruits
31.2,71.9,2918.3,11,kharif,coconut
25.3,88.7,981.4,5,rabi,wheat
23.0,76.7,392.2,14,rabi,cumin
32.6,74.9,603.0,10,kharif,groundnut
33.8,81.3,1077.6,4,summer,wheat
28.3,68.1,1799.1,1,summer,potato
32.8,57.0,890.3,10,summer,groundnut
31.3,71.2,1125.1,9,summer,cotton
34.1,45.0,1457.2,3,kharif,jute
34.3,67.8,2750.4,15,summer,spices
29.2,80.1,1202.2,4,summer,wheat
30.6,72.0,669.7,9,summer,soybean
21.7,74.4,326.0,14,rabi,millet
30.3,41.0,629.3,8,kharif,pulses
29.5,63.8,1159.2,7,rabi,pulses
31.8,50.0,1952.4,11,rabi,rice
31.8,55.0,834.9,8,rabi,pulses
30.6,63.0,871.7,3,summer,rice
27.5,85.3,480.3,13,rabi,groundnut
33.9,50.8,2961.2,15,rabi,spices
20.5,87.4,559.1,6,rabi,mustard
30.5,89.7,857.7,6,summer,rice
24.3,70.6,1005.9,8,rabi,pulses
28.8,49.3,995.5,7,summer,pulses
29.7,49.7,916.1,8,kharif,millet
27.5,79.5,748.0,6,kharif,wheat
26.6,72.4,199.8,14,summer,cumin
30.9,62.4,1681.8,2,rabi,rice
27.7,88.9,2022.3,1,rabi,potato
33.7,86.5,1083.2,5,kharif,wheat
30.9,63.3,2041.1,1,rabi,wheat
27.1,71.5,798.4,9,rabi,cotton
24.4,48.5,901.0,8,kharif,millet
34.1,42.5,2504.8,15,summer,coconut
23.5,71.8,950.8,9,kharif,cotton
26.7,82.8,317.3,14,summer,cumin
21.7,60.4,1964.1,2,kharif,maize
28.8,72.1,1382.5,5,summer,sugarcane
29.1,49.0,1081.8,9,rabi,soybean
31.0,78.8,1397.9,4,rabi,rice
29.1,80.1,1284.6,4,rabi,wheat
33.5,62.1,864.5,10,kharif,millet
28.4,59.9,2205.8,11,summer,rice
33.3,49.4,758.2,10,rabi,pulses
32.0,71.0,624.3,10,kharif,millet
28.2,61.7,836.3,4,rabi,wheat
24.4,58.7,1624.4,1,kharif,potato
34.2,54.2,873.3,3,summer,rice
21.9,54.7,1079.7,4,rabi,rice
27.2,41.2,1006.9,8,rabi,millet
25.7,81.2,1291.7,2,summer,fruits
20.9,46.9,837.3,3,kharif,jute
23.9,53.4,935.4,6,rabi,wheat
27.4,79.6,783.0,7,summer,rice
28.7,67.7,1926.8,1,kharif,potato
31.5,42.0,195.4,14,rabi,millet
33.9,63.3,2425.1,1,summer,maize
31.6,74.8,828.6,3,kharif,rice
27.5,61.5,1438.3,3,kharif,rice
32.3,76.5,1020.3,4,summer,rice
24.8,75.4,367.0,14,rabi,millet
26.2,50.0,384.5,14,summer,millet
28.7,55.9,629.6,6,rabi,rice
25.2,83.5,1153.3,3,rabi,jute
32.6,88.2,2198.6,1,kharif,potato
31.4,68.3,848.4,8,rabi,millet
28.9,86.7,2284.5,12,kharif,spices
25.6,61.4,1781.0,12,rabi,spices
26.6,43.8,1109.2,9,summer,cotton
26.5,52.0,960.9,4,rabi,rice
25.0,48.3,1157.4,5,summer,sugarcane
24.1,77.9,962.8,9,kharif,cotton
29.8,43.9,810.6,10,kharif,pulses
29.4,56.4,1122.1,3,summer,rice
21.0,69.8,1067.2,9,summer,soybean
34.2,43.8,2373.9,15,summer,coconut
27.7,58.4,2895.6,15,kharif,spices
29.4,41.2,1435.1,3,rabi,jute
26.1,73.2,329.3,14,summer,millet
27.0,82.9,776.0,13,summer,groundnut
21.3,76.8,2895.3,15,kharif,spices
24.0,88.7,1345.4,5,kharif,sugarcane
27.4,75.3,607.8,6,kharif,rice
26.0,65.0,1758.6,1,kharif,wheat
28.7,51.8,2208.1,2,kharif,rice
24.0,83.4,1238.5,4,kharif,wheat
22.3,74.6,1229.9,4,summer,wheat
30.5,78.6,890.7,6,kharif,wheat
24.3,60.5,151.1,14,rabi,cumin
33.3,80.2,618.3,7,summer,rice
33.3,45.9,1473.5,4,summer,wheat
28.0,85.6,1863.7,2,kharif,maize
26.9,43.3,1896.9,2,summer,fruits
34.9,73.6,124.1,14,summer,millet
30.2,45.1,1430.0,4,kharif,rice
21.3,87.2,2541.7,11,rabi,rice
28.9,78.3,704.8,6,summer,rice
34.2,43.2,981.6,5,rabi,sugarcane
33.1,65.3,342.6,14,summer,millet
34.4,79.2,1150.9,7,rabi,rice
25.3,71.4,1359.8,3,kharif,jute
25.2,75.4,708.2,6,summer,mustard
27.7,52.4,1132.9,9,summer,soybean
34.4,60.9,1961.0,2,rabi,fruits
31.8,82.8,1186.5,7,rabi,rice
31.0,87.6,2499.7,12,kharif,coconut
20.9,67.7,1596.2,12,summer,spices
26.2,83.3,514.8,13,kharif,groundnut
23.6,57.6,997.0,9,kharif,soybean
27.9,40.1,774.7,7,kharif,rice
20.0,41.7,1154.3,7,summer,pulses
23.6,62.3,2576.7,12,rabi,spices
32.8,81.8,2919.7,15,kharif,spices
21.0,49.0,920.9,4,summer,wheat
32.2,71.0,1639.4,12,kharif,rice
24.2,69.2,893.4,3,summer,jute
20.7,88.6,1123.1,7,summer,rice
32.4,60.6,819.5,6,rabi,rice
27.3,89.9,1135.2,9,kharif,cotton
32.1,47.5,712.9,8,kharif,millet
31.0,55.9,735.7,7,rabi,pulses
29.9,67.0,1301.2,5,kharif,sugarcane
25.8,72.5,515.3,10,summer,millet
34.3,45.7,1082.0,9,kharif,soybean
34.6,46.5,661.9,9,rabi,cotton
29.6,59.1,870.2,6,rabi,rice
26.5,76.9,1493.9,5,rabi,sugarcane
32.3,55.5,2369.2,15,kharif,coconut
24.0,72.1,866.7,6,rabi,wheat
27.4,49.9,1075.8,8,summer,millet
20.1,77.1,1000.3,5,kharif,wheat
21.1,85.4,704.8,9,kharif,soybean
31.7,41.9,790.7,13,rabi,groundnut
20.7,83.7,538.3,10,kharif,millet
29.7,68.9,842.0,5,summer,wheat
31.6,53.0,2335.5,2,kharif,rice
20.9,61.9,436.0,13,rabi,groundnut
33.6,43.4,993.6,3,rabi,rice
26.7,76.9,179.6,14,summer,millet
27.5,53.0,1365.2,5,rabi,sugarcane
27.8,61.4,814.7,10,summer,groundnut
22.1,83.9,1335.3,2,kharif,fruits
35.0,65.4,2908.9,11,summer,coconut
22.3,53.5,1362.4,1,kharif,barley
30.3,74.3,1333.7,2,rabi,maize
29.2,65.1,316.6,14,summer,millet
34.9,75.3,152.4,14,rabi,cumin
20.9,57.8,2446.2,12,summer,rice
23.1,49.5,643.4,9,kharif,soybean
29.1,76.9,511.3,6,rabi,mustard
22.0,58.5,648.2,9,summer,cotton
32.4,71.4,406.4,13,kharif,cotton
20.4,57.1,423.1,13,summer,groundnut
27.1,54.1,1304.4,5,kharif,sugarcane
24.7,69.2,2239.1,2,rabi,maize
31.8,76.2,939.1,5,summer,sugarcane
29.9,75.1,2473.1,15,summer,coconut
26.3,84.0,1052.0,5,rabi,sugarcane
24.0,51.9,3012.2,15,kharif,spices
20.6,66.1,981.5,9,rabi,cotton
34.8,46.3,2364.7,2,kharif,rice
26.0,56.5,877.0,10,summer,millet
34.8,76.0,945.5,7,summer,rice
24.8,69.7,805.9,3,rabi,rice
21.4,71.8,1343.2,5,rabi,sugarcane
27.3,42.4,2560.8,11,summer,rice
28.3,44.4,974.9,4,kharif,wheat
26.8,84.5,925.8,8,kharif,millet
24.8,88.8,2006.3,2,kharif,tea
23.5,63.5,1672.7,1,rabi,potato
24.4,83.4,996.6,3,summer,jute
23.1,48.4,679.6,13,kharif,cotton
21.1,44.7,992.5,3,rabi,jute
22.4,60.6,2054.1,12,summer,rice
25.5,59.3,683.0,9,kharif,cotton
24.2,76.8,1788.9,12,rabi,rice
29.3,42.2,2095.9,2,rabi,tea
28.6,73.2,1053.8,9,kharif,soybean
21.7,41.3,2428.3,15,summer,coconut
24.0,62.8,914.6,7,rabi,rice
24.0,53.7,1234.4,3,rabi,rice
30.1,71.8,1354.9,5,rabi,sugarcane
30.4,43.8,652.9,10,rabi,pulses
32.0,74.8,2887.6,11,summer,rice
25.1,67.3,1716.6,1,summer,maize
28.3,50.4,752.1,13,rabi,groundnut
29.8,79.9,1759.1,12,rabi,rice
23.7,87.8,778.8,9,summer,soybean
26.0,50.2,650.1,8,rabi,millet
20.8,67.8,3297.6,15,summer,coconut
33.3,52.7,2224.1,2,kharif,fruits
31.3,79.6,2206.6,11,rabi,coconut
28.7,85.6,709.3,6,rabi,mustard
29.9,76.6,2000.1,2,rabi,tea
30.6,82.0,660.1,6,rabi,rice
29.7,47.3,1480.9,3,summer,jute
34.9,60.2,1053.1,9,summer,cotton
33.4,63.9,1669.5,1,kharif,maize
20.5,81.8,919.1,4,summer,wheat
25.6,71.2,2564.0,12,summer,spices
27.6,88.6,746.7,8,rabi,pulses
27.1,45.9,1289.6,4,summer,rice
28.0,49.6,931.2,3,kharif,jute
20.2,52.5,1150.5,7,kharif,pulses
27.6,88.0,394.4,14,rabi,cumin
28.2,44.1,760.6,10,kharif,millet
31.2,60.0,1057.5,9,kharif,cotton
22.5,77.2,362.4,14,kharif,cumin
32.0,67.0,775.1,13,rabi,cotton
27.5,69.6,1497.6,1,kharif,wheat
22.6,44.2,1741.9,1,kharif,wheat
33.1,59.1,1008.1,5,kharif,wheat
22.5,66.6,552.7,10,kharif,groundnut
34.2,80.3,210.7,14,kharif,millet
30.8,59.4,2215.8,15,summer,spices
20.4,89.5,1094.6,4,rabi,rice
30.4,59.1,708.0,10,kharif,groundnut
31.6,68.6,2850.7,15,summer,spices
34.5,68.7,2870.3,15,summer,coconut
34.2,48.6,678.7,8,kharif,pulses
26.1,60.3,2673.2,15,kharif,spices
20.4,68.5,927.4,3,rabi,jute
34.6,46.9,1187.0,4,summer,wheat
34.0,75.6,955.0,5,rabi,sugarcane
20.8,65.0,1487.6,3,summer,jute
29.0,63.2,2092.6,2,rabi,rice
21.5,61.9,807.5,8,summer,millet
31.1,77.1,1790.5,1,rabi,potato
28.5,55.5,587.3,6,rabi,mustard
20.5,61.2,584.5,13,kharif,groundnut
20.7,86.3,2046.7,11,kharif,coconut
22.2,72.8,710.9,8,summer,millet
21.8,82.5,308.4,14,summer,cumin
33.2,75.2,750.3,13,rabi,groundnut
22.6,65.2,2479.2,1,summer,wheat
26.6,59.8,890.1,10,summer,pulses
25.0,70.3,2413.8,2,summer,tea
24.9,55.2,1446.1,2,rabi,tea
21.4,87.3,784.9,10,kharif,groundnut
23.1,56.4,2463.3,15,kharif,coconut
21.6,56.8,518.5,13,rabi,cotton
23.4,63.9,2140.6,12,summer,rice
25.0,75.7,952.7,9,summer,cotton
23.8,75.1,838.8,6,rabi,wheat
26.2,78.5,2124.1,11,rabi,rice
30.7,57.7,737.4,6,rabi,mustard
21.4,71.8,1173.9,9,rabi,cotton
22.4,55.1,2809.0,12,summer,coconut
27.4,66.8,1042.2,9,kharif,cotton
27.6,65.4,1278.5,1,summer,wheat
20.0,48.0,1081.7,7,rabi,maize
25.8,61.7,1268.5,5,kharif,wheat
20.1,61.8,552.9,6,kharif,mustard
27.3,77.6,634.3,10,rabi,groundnut
25.4,75.2,631.6,9,summer,soybean
25.9,57.4,1549.0,2,summer,tea
29.5,80.3,1955.1,1,rabi,potato
33.1,55.8,2403.5,1,rabi,wheat
34.8,53.7,1287.5,4,kharif,rice
27.9,79.1,2105.1,12,kharif,coconut
24.5,88.8,879.2,6,kharif,wheat
23.6,67.0,1035.4,8,kharif,millet
21.1,69.4,924.5,4,kharif,rice
22.3,56.2,2128.2,11,summer,rice
29.5,78.5,1054.7,4,rabi,wheat
30.2,69.4,880.3,9,summer,cotton
34.9,66.2,344.3,14,rabi,millet
32.4,65.3,2420.6,1,kharif,barley
30.7,66.7,2767.4,15,summer,spices
30.9,62.8,2106.4,2,summer,maize
34.4,45.0,704.8,6,rabi,rice
24.3,44.6,2982.3,15,rabi,coconut
32.8,89.8,1073.7,8,summer,millet
24.6,84.6,1188.6,7,kharif,maize
33.2,53.3,885.8,10,summer,groundnut
25.8,72.4,1208.5,5,rabi,sugarcane
20.9,45.9,754.1,10,summer,millet
25.9,51.3,1088.0,8,rabi,millet
26.6,50.2,699.6,6,summer,wheat
27.5,52.4,851.8,7,rabi,pulses
32.9,40.3,1865.9,2,summer,fruits
33.1,61.3,3212.0,15,rabi,spices
28.5,53.7,2189.5,1,summer,barley
30.7,58.0,799.6,10,summer,millet
23.6,63.0,1023.4,7,summer,maize
29.0,72.0,2023.4,11,kharif,coconut
30.5,89.0,795.5,10,summer,pulses
27.7,63.5,2040.4,12,rabi,spices
30.4,72.4,550.6,13,rabi,groundnut
23.0,67.6,441.3,13,summer,cotton
24.2,51.8,2393.8,15,summer,spices
26.0,68.1,1081.4,9,rabi,cotton
32.5,45.8,1043.3,7,rabi,pulses
21.0,81.6,1865.0,12,summer,spices
34.0,65.3,803.4,10,kharif,pulses
34.0,57.1,674.4,13,rabi,groundnut
27.1,82.5,1008.8,7,summer,pulses
29.3,68.4,890.3,10,rabi,groundnut
22.3,58.9,604.5,8,rabi,millet
24.9,76.1,1197.5,3,summer,rice
21.5,74.5,363.4,14,summer,cumin
28.3,84.4,1308.1,5,rabi,sugarcane
26.1,67.1,2327.6,15,kharif,coconut
33.3,59.9,2209.4,12,summer,coconut
22.9,79.5,742.6,13,rabi,groundnut
27.0,75.2,1102.5,3,summer,jute
34.2,80.7,194.0,14,summer,millet
21.1,64.9,2652.8,12,kharif,coconut
26.6,55.0,960.7,6,kharif,wheat
23.6,54.4,2962.7,15,rabi,spices
24.6,87.9,722.3,8,summer,millet
29.0,88.8,221.6,14,rabi,cumin
32.3,45.1,1712.4,11,kharif,rice
32.8,81.6,1171.3,4,kharif,wheat
30.6,48.1,1761.2,1,summer,wheat
20.0,89.1,1188.4,3,kharif,jute
30.4,44.3,2018.5,15,summer,coconut
24.7,59.1,735.6,7,rabi,pulses
26.6,77.9,1327.9,5,summer,wheat
28.9,64.6,814.9,6,summer,rice
20.8,42.4,1505.9,11,rabi,rice
21.7,83.1,1071.7,4,kharif,wheat
21.7,41.5,2699.9,12,rabi,coconut
24.6,66.9,226.6,14,summer,cumin
27.5,87.5,2244.4,15,summer,coconut
22.7,62.8,766.4,6,rabi,wheat
25.3,55.6,1022.5,9,kharif,cotton
26.8,79.8,1998.6,11,kharif,coconut
22.2,47.4,853.4,4,kharif,wheat
28.8,78.1,766.7,10,rabi,groundnut
27.4,48.1,609.6,8,summer,millet
31.9,58.0,1182.2,8,summer,pulses
22.0,89.1,2817.1,12,kharif,coconut
30.6,43.8,2809.6,12,summer,rice
23.2,47.1,2603.7,12,kharif,spices
21.1,57.6,1239.0,4,rabi,rice
31.7,52.8,1696.7,11,kharif,rice
22.2,50.3,2318.2,12,kharif,spices
28.8,61.6,2103.1,1,summer,maize
34.5,65.5,211.2,14,summer,millet
29.8,77.5,826.0,8,kharif,pulses
22.8,71.0,1173.8,7,summer,pulses
28.6,78.6,1377.6,5,rabi,wheat
25.6,71.3,2405.6,2,kharif,tea
28.8,85.0,920.2,3,rabi,rice
29.8,85.5,1267.4,3,summer,jute
33.3,88.7,102.6,14,kharif,cumin
35.0,65.6,2604.6,15,kharif,coconut
26.5,84.2,2433.5,11,summer,coconut
29.0,74.5,865.9,7,summer,pulses
25.4,65.4,846.2,5,kharif,sugarcane
35.0,83.6,837.5,9,rabi,soybean
31.5,63.1,612.6,10,summer,pulses
34.3,81.6,1542.9,2,kharif,maize
29.0,63.3,887.3,4,rabi,rice
33.1,73.3,523.0,10,summer,pulses
27.6,89.7,1335.0,3,rabi,rice
27.3,78.5,2317.7,12,rabi,spices
23.0,40.7,765.5,7,rabi,pulses
34.7,79.5,992.5,9,rabi,cotton
20.4,76.0,1418.3,4,kharif,rice
20.7,75.9,717.5,6,rabi,rice
28.6,79.6,2145.7,2,kharif,fruits
34.1,82.4,1419.0,5,rabi,wheat
34.8,58.7,1421.9,2,kharif,tea
21.7,86.1,877.2,10,rabi,millet
21.7,78.6,1787.9,2,rabi,fruits
31.2,63.4,521.8,13,kharif,groundnut
33.1,44.5,1170.9,7,summer,pulses
34.8,80.8,1217.2,2,kharif,rice
33.1,58.2,702.5,13,kharif,groundnut
29.9,44.3,609.2,8,rabi,millet
23.2,84.7,2166.3,15,summer,spices
33.7,85.2,323.9,14,kharif,cumin
21.5,47.5,2695.4,12,rabi,coconut
23.2,52.6,884.5,8,summer,pulses
21.9,63.0,433.2,13,summer,groundnut
26.6,42.1,1923.6,2,kharif,tea
23.9,87.8,2771.6,12,summer,rice
24.2,70.9,1117.4,9,summer,soybean
32.5,86.1,2129.1,12,kharif,coconut
20.6,53.2,1160.4,4,summer,wheat
25.5,56.8,2399.7,15,summer,coconut
24.7,86.0,859.8,8,rabi,millet
25.1,48.9,1184.4,3,summer,rice
27.7,57.4,990.0,4,kharif,rice
30.2,57.6,2113.8,11,summer,rice
25.1,75.0,2048.3,12,kharif,spices
22.9,79.2,2207.4,2,rabi,maize
23.5,65.5,1104.7,9,kharif,cotton
23.3,82.4,863.6,10,kharif,groundnut
33.8,81.0,870.6,5,rabi,sugarcane
22.5,49.1,2237.7,11,rabi,rice
26.5,50.7,1125.4,5,kharif,wheat
24.3,52.5,2257.7,12,kharif,coconut
33.7,61.9,1465.9,5,kharif,sugarcane
23.1,89.5,2629.7,11,kharif,coconut
30.9,65.6,2119.5,2,rabi,maize
25.0,50.5,706.1,7,kharif,pulses
26.0,47.9,1888.2,2,summer,tea
25.1,63.2,908.5,5,kharif,sugarcane
34.7,49.8,1863.5,11,summer,coconut
22.5,76.5,2052.3,15,summer,spices
22.7,52.9,628.8,10,kharif,pulses
32.8,43.4,847.5,8,summer,millet
25.0,46.5,3127.4,15,rabi,coconut
22.8,50.1,802.4,10,summer,pulses
23.7,53.3,714.7,10,kharif,groundnut
21.8,57.7,2716.1,12,summer,spices
22.8,83.7,1633.4,2,summer,rice
20.9,86.2,1312.4,2,kharif,fruits
27.2,65.9,2327.8,11,rabi,rice
28.9,46.6,2153.8,12,kharif,coconut
20.4,56.8,2375.6,11,rabi,rice
26.6,61.1,912.3,6,kharif,mustard
24.3,67.7,1607.2,1,rabi,barley
25.7,77.9,1953.3,11,kharif,rice
29.2,43.7,514.9,13,rabi,groundnut
29.3,57.2,426.8,13,summer,groundnut
22.2,67.3,672.6,10,rabi,pulses
33.6,59.1,1932.2,11,rabi,coconut
22.4,41.2,708.0,7,summer,maize
23.8,71.8,131.0,14,kharif,millet
27.0,54.9,876.7,3,rabi,jute
27.0,69.9,1980.6,2,kharif,rice
24.9,89.2,2932.5,15,kharif,spices
32.6,65.6,1753.1,11,summer,rice
20.5,75.2,892.0,3,rabi,jute
24.4,43.8,314.0,14,summer,millet
32.1,77.2,1354.0,4,kharif,rice
26.3,60.4,1115.6,8,kharif,pulses
26.0,64.0,2010.4,11,kharif,coconut
29.4,86.5,1167.3,5,summer,sugarcane
29.1,52.6,1277.9,1,rabi,maize
28.7,77.7,203.1,14,rabi,cumin
31.7,77.6,2258.1,11,rabi,rice
30.2,49.4,633.6,6,summer,rice
24.4,62.3,392.1,14,summer,millet
26.9,67.1,710.4,13,rabi,cotton
30.7,87.1,1038.8,7,rabi,maize
33.4,85.2,957.2,5,summer,wheat
